Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-06 00:00:00-05:00,19.70183792365258,19.751142951966738,19.406015276945716,19.475040435791016,11306000,0.0,0.0
2025-03-07 00:00:00-05:00,19.327128942593408,19.593370450766603,19.23838177320234,19.58350944519043,15923200,0.0,0.0
2025-03-10 00:00:00-04:00,19.47504096040888,19.514484984122745,19.090471133171523,19.169357299804688,14185200,0.0,0.0
2025-03-11 00:00:00-04:00,18.86367253199725,18.932699576327288,18.548127852524235,18.705900192260742,17695000,0.0,0.0
2025-03-12 00:00:00-04:00,18.23258207897566,18.390354409244782,18.084670754447675,18.242443084716797,15292400,0.0,0.0
2025-03-13 00:00:00-04:00,18.24244344800228,18.331190620645316,18.005784947885704,18.035367965698242,10913500,0.0,0.0
2025-03-14 00:00:00-04:00,18.124113056093215,18.202999221921903,18.00578474774746,18.143835067749023,7767300,0.0,0.0
2025-03-17 00:00:00-04:00,18.33119013574298,18.43965931739178,18.133973783798712,18.31146812438965,10044500,0.0,0.0
2025-03-18 00:00:00-04:00,18.42979852652199,18.42979852652199,18.13397399515763,18.193140029907227,13070400,0.0,0.0
2025-03-19 00:00:00-04:00,18.281886988154174,18.410076300361784,18.18327881218204,18.31146812438965,9710800,0.0,0.0
2025-03-20 00:00:00-04:00,18.074810477834912,18.13397463387385,17.650796617834196,17.808568954467773,19376100,0.0,0.0
2025-03-21 00:00:00-04:00,18.153696207958067,18.173418219759863,17.91703770872016,18.06494903564453,18677600,0.0,0.0
2025-03-24 00:00:00-04:00,18.370632251108074,18.370632251108074,18.242442939085706,18.33119010925293,7515800,0.0,0.0
2025-03-25 00:00:00-04:00,18.62701235748075,18.755203547555386,18.528406064555003,18.567848205566406,11605900,0.0,0.0
2025-03-26 00:00:00-04:00,18.360773007326085,18.52840634091243,18.341050996128985,18.40021514892578,7391100,0.0,0.0
2025-03-27 00:00:00-04:00,18.439659158131917,18.518545322069393,18.341050983011442,18.410076141357422,6249500,0.0,0.0
2025-03-28 00:00:00-04:00,18.11425432310451,18.222721627969907,17.857873808413828,17.917037963867188,7866100,0.0,0.0
2025-03-31 00:00:00-04:00,17.749404489177547,18.03536801984014,17.621215173194212,17.99592399597168,12408200,0.0,0.0
2025-04-01 00:00:00-04:00,17.93675993514322,17.956480066386412,17.700101433073588,17.94662094116211,13574900,0.0,0.0
2025-04-02 00:00:00-04:00,17.897315577656492,18.17341809865814,17.867734440945476,18.133974075317383,9782300,0.0,0.0
2025-04-03 00:00:00-04:00,17.315529228730117,17.502884576167904,17.039428591237098,17.10845375061035,16271300,0.0,0.0
2025-04-04 00:00:00-04:00,16.566111000136345,16.664719184345604,16.27028832830325,16.34917449951172,19389000,0.0,0.0
2025-04-07 00:00:00-04:00,16.1815408234868,17.187340896658707,16.12237666647511,16.546390533447266,23309900,0.0,0.0
2025-04-08 00:00:00-04:00,16.80276970390123,16.930959013918883,16.004045184887232,16.1914005279541,12944700,0.0,0.0
2025-04-09 00:00:00-04:00,15.925158918774448,17.522606065691946,15.925158918774448,17.41413688659668,20797800,0.0,0.0
2025-04-10 00:00:00-04:00,17.019707188192022,17.06901033785129,16.270287652444676,16.74360466003418,25884800,0.0,0.0
2025-04-11 00:00:00-04:00,16.52666833040654,16.714023686378383,16.250565799542485,16.644996643066406,15133500,0.0,0.0
2025-04-14 00:00:00-04:00,16.93095997280683,16.93095997280683,16.64499643925683,16.7731876373291,20142000,0.0,0.0
2025-04-15 00:00:00-04:00,16.65485741827761,16.822490759549797,16.625276280920197,16.792909622192383,16826200,0.0,0.0
2025-04-16 00:00:00-04:00,16.368896512512507,16.61541603263831,16.299871347804427,16.34917449951172,21244700,0.0,0.0
2025-04-17 00:00:00-04:00,15.994184627394887,16.220983998847483,15.599753799990765,15.915298461914062,20714100,0.0,0.0
2025-04-21 00:00:00-04:00,16.625277039138705,16.644997171344816,16.161819137593596,16.34917449951172,20614300,0.0,0.0
2025-04-22 00:00:00-04:00,16.428060202751137,16.69430172829359,16.428060202751137,16.625276565551758,10459300,0.0,0.0
2025-04-23 00:00:00-04:00,17.118314943987226,17.305668412684113,16.94082060034213,16.990123748779297,12569300,0.0,0.0
2025-04-24 00:00:00-04:00,17.02956757226121,17.207061913822773,16.999984555069442,17.118314743041992,10165700,0.0,0.0
2025-04-25 00:00:00-04:00,17.157756805419922,17.197200828158945,17.019706487422386,17.157756805419922,7574000,0.0,0.0
2025-04-28 00:00:00-04:00,17.118314783007907,17.207061953995883,16.911237423771116,17.08873176574707,7546900,0.0,0.0
2025-04-29 00:00:00-04:00,17.187339546281418,17.404276025476406,17.118314388391852,17.325389862060547,7769600,0.0,0.0
2025-04-30 00:00:00-04:00,17.305667811835605,17.374694850363415,17.04928919191026,17.35497283935547,7085500,0.0,0.0
2025-05-01 00:00:00-04:00,17.47330114381417,17.51274516583006,17.345111833851497,17.35497283935547,7752700,0.0,0.0
2025-05-02 00:00:00-04:00,17.621215779883528,17.7691271128936,17.621215779883528,17.631074905395508,8940500,0.0,0.0
2025-05-05 00:00:00-04:00,17.591632829104398,17.72968315634258,17.591632829104398,17.60149383544922,5659500,0.0,0.0
2025-05-06 00:00:00-04:00,17.601493973929276,17.739544302253577,17.49302478407752,17.522607803344727,8333400,0.0,0.0
2025-05-07 00:00:00-04:00,17.44372171660995,17.512746881103894,17.384555677791134,17.463441848754883,5479000,0.0,0.0
2025-05-08 00:00:00-04:00,17.423998169191766,17.522606344410995,17.207061688345068,17.246503829956055,11433300,0.0,0.0
2025-05-09 00:00:00-04:00,17.47330131640413,17.512745338809623,17.167617665939574,17.246503829956055,8642400,0.0,0.0
2025-05-12 00:00:00-04:00,18.59743151262295,18.656595665462106,18.242442833998997,18.39035415649414,16249500,0.0,0.0
2025-05-13 00:00:00-04:00,18.025506786050027,18.193140123783117,18.015645780207546,18.124113082885742,8599700,0.0,0.0
2025-05-14 00:00:00-04:00,18.272026155380075,18.281887161150053,18.133973955394932,18.202999114990234,8648200,0.0,0.0
2025-05-15 00:00:00-04:00,18.400215043708513,18.528406234962134,18.350911896792194,18.459379196166992,8079100,0.0,0.0
2025-05-16 00:00:00-04:00,18.08467106093766,18.14383521559263,17.85787356743146,18.05508804321289,12914100,0.0,0.0
2025-05-19 00:00:00-04:00,17.848012534908175,18.13397418264292,17.838151529014624,18.074810028076172,9394400,0.0,0.0
2025-05-20 00:00:00-04:00,18.015646021463645,18.045227158592674,17.907176836538333,17.98606300354004,7065500,0.0,0.0
2025-05-21 00:00:00-04:00,17.907176971435547,18.094532324773937,17.828290803839582,17.907176971435547,7863200,0.0,0.0
2025-05-22 00:00:00-04:00,17.660657677552802,17.88745517705231,17.562049496659,17.788848876953125,8345000,0.0,0.0
2025-05-23 00:00:00-04:00,17.700101580597913,17.956480216047563,17.700101580597913,17.857873916625977,10086500,0.0,0.0
2025-05-27 00:00:00-04:00,18.035367619702054,18.252304103781825,18.015645608205386,18.232582092285156,9014400,0.0,0.0
2025-05-28 00:00:00-04:00,18.114254011242647,18.193140177420524,18.064948981884875,18.104393005371094,6625900,0.0,0.0
2025-05-29 00:00:00-04:00,18.272026155380075,18.3311903092054,18.133973955394932,18.202999114990234,8526600,0.0,0.0
2025-05-30 00:00:00-04:00,18.270000457763672,18.270000457763672,18.079999923706055,18.190000534057617,12638500,0.257,0.0
2025-06-02 00:00:00-04:00,18.06999969482422,18.209999084472656,18.0,18.190000534057617,8475400,0.0,0.0
2025-06-03 00:00:00-04:00,18.020000457763672,18.1200008392334,17.93000030517578,18.040000915527344,11219600,0.0,0.0
2025-06-04 00:00:00-04:00,18.040000915527344,18.100000381469727,17.81999969482422,17.850000381469727,7541700,0.0,0.0
2025-06-05 00:00:00-04:00,18.0,18.0,17.850000381469727,17.93000030517578,9590900,0.0,0.0
2025-06-06 00:00:00-04:00,18.190000534057617,18.260000228881836,18.149999618530273,18.200000762939453,6425900,0.0,0.0
